"Obsojeni polnoletni in mladoletni po obèinah stalnega prebivališèa, Slovenija, letno"

"OBÈINE";"Obsojeni polnoletni in mladoletni na 1000 prebivalcev 2006";"Obsojeni polnoletni in mladoletni na 1000 prebivalcev 2007";"Obsojeni polnoletni in mladoletni na 1000 prebivalcev 2008";"Obsojeni polnoletni in mladoletni na 1000 prebivalcev 2009";"Obsojeni polnoletni in mladoletni na 1000 prebivalcev 2010";"Obsojeni polnoletni in mladoletni na 1000 prebivalcev 2011";"Obsojeni polnoletni in mladoletni na 1000 prebivalcev 2012";"Obsojeni polnoletni in mladoletni na 1000 prebivalcev 2013";"Obsojeni polnoletni in mladoletni na 1000 prebivalcev 2014";"Obsojeni polnoletni in mladoletni na 1000 prebivalcev 2015";"Obsojeni polnoletni in mladoletni na 1000 prebivalcev 2016";"Obsojeni polnoletni in mladoletni na 1000 prebivalcev 2017";"Obsojeni polnoletni in mladoletni na 1000 prebivalcev 2018";"Obsojeni polnoletni in mladoletni na 1000 prebivalcev 2019";"Obsojeni polnoletni in mladoletni na 1000 prebivalcev 2020"
"Šentjernej";3.6;3.3;4.2;5.2;4.1;4.8;6.4;6.8;5.0;7.2;6.4;6.6;5.5;4.3;4.0
"Šentjur";2.9;3.3;2.9;2.6;3.1;1.5;2.1;4.8;3.6;3.6;2.6;2.2;2.4;2.7;1.9
"Šentrupert";0.0;z;1.2;z;z;0.0;1.1;1.7;z;4.8;3.4;1.4;2.4;2.4;z
"Škocjan";10.7;7.8;9.8;9.3;7.7;9.7;10.0;19.9;13.3;10.8;11.7;10.8;8.8;8.7;7.0
"Škofja Loka";2.4;2.8;2.5;2.0;2.0;2.0;2.5;2.4;3.1;3.0;2.4;1.5;1.7;1.8;1.3
"Škofljica";0.8;1.9;2.3;1.9;1.9;1.6;2.4;2.3;2.6;2.5;2.3;2.2;1.1;1.1;1.7
"Šmarje pri Jelšah";5.5;5.2;5.9;4.4;5.2;2.6;2.5;5.4;3.6;2.1;2.2;4.4;2.1;2.4;1.6
"Šmarješke Toplice";0.0;1.0;1.9;0.9;1.3;2.5;2.5;1.8;1.2;1.2;1.8;3.6;1.2;z;z
"Šmartno ob Paki";1.0;2.9;2.2;3.2;1.9;1.6;3.7;3.7;3.1;4.7;4.0;0.9;2.2;z;z
"Šmartno pri Litiji";z;2.3;1.9;1.9;1.1;1.6;0.5;2.7;1.8;2.0;0.9;1.1;1.8;1.1;1.2
"Šoštanj";2.0;2.1;2.0;2.2;2.4;1.6;2.4;2.3;2.5;2.8;3.6;1.6;1.5;1.0;2.8
"Štore";1.7;1.4;3.1;3.0;3.2;2.8;3.7;4.0;4.7;2.1;1.9;3.3;3.0;2.0;1.8
"Tabor";2.7;2.0;0.0;z;z;z;z;2.4;0.0;1.8;1.8;z;1.8;z;z
"Tišina";0.0;1.2;3.8;3.8;2.2;1.7;4.4;4.6;3.7;2.2;3.7;3.0;4.0;4.0;2.5
"Tolmin";2.6;2.8;1.9;1.4;2.0;2.3;1.7;2.9;2.1;2.3;1.7;2.0;1.7;1.4;1.2
"Trbovlje";4.3;7.2;5.8;6.4;6.3;5.5;5.6;8.4;6.2;4.0;3.5;2.7;2.9;3.1;2.4
"Trebnje";3.2;4.2;4.8;3.6;3.6;2.7;3.9;4.0;4.7;3.5;3.8;2.4;3.7;5.3;2.6
"Trnovska vas";z;4.6;4.5;3.8;z;2.2;0.0;z;z;z;2.2;3.0;z;-;z
"Trzin";2.4;2.5;1.6;2.1;2.4;1.3;1.0;4.4;2.9;1.3;1.5;2.6;0.8;z;z
"Tržiè";3.5;3.8;4.2;2.7;3.2;3.0;4.0;3.4;3.9;3.1;2.3;2.5;2.0;2.7;1.1
"Turnišèe";2.3;4.3;4.1;2.4;3.0;2.9;7.8;10.5;7.3;4.3;5.5;5.5;3.8;2.8;3.5
"Velenje";4.6;4.0;4.1;4.4;3.7;3.7;3.9;5.8;4.3;3.1;3.5;3.0;2.8;2.2;2.5
"Velika Polana";2.0;3.9;z;3.4;5.5;4.0;4.7;3.4;z;4.1;2.1;2.8;z;-;z
"Velike Lašèe";0.7;1.7;1.7;0.7;1.9;2.1;1.9;3.6;1.7;1.9;2.8;2.3;0.9;1.8;z
"Veržej";z;3.0;z;z;z;3.1;z;z;z;3.1;3.9;3.1;z;-;z
"Videm";z;0.7;1.1;0.5;0.5;1.1;2.3;2.5;2.5;4.4;3.3;2.7;3.1;2.7;1.6
"Vipava";1.3;2.2;2.2;1.9;0.9;2.4;2.2;2.3;1.8;1.6;1.3;0.9;0.7;1.4;1.4
"Vitanje";3.8;3.4;5.2;z;z;6.6;4.8;6.2;1.3;1.8;2.6;3.5;1.8;z;1.8
"Vodice";z;1.2;1.1;z;1.5;1.5;1.1;2.1;1.9;2.1;1.9;1.2;1.4;1.4;2.0
"Vojnik";2.2;1.5;2.0;3.1;3.7;1.9;2.1;2.4;4.3;2.7;1.5;2.1;1.9;1.6;2.3
"Vransko";1.2;1.6;1.6;1.9;1.2;3.1;1.5;3.1;z;2.7;1.9;2.7;1.1;2.3;1.9
"Vrhnika";3.0;3.7;2.9;2.0;2.4;2.1;1.2;3.9;2.6;2.9;2.6;1.9;1.7;1.9;0.7
"Vuzenica";3.9;1.1;2.9;1.5;4.4;2.2;6.6;4.0;2.6;4.0;2.6;1.1;1.1;1.9;2.6
"Zagorje ob Savi";2.4;3.6;3.6;3.1;3.9;4.8;3.4;5.8;3.2;2.5;2.0;1.4;1.9;2.7;2.0
"Zavrè";z;2.0;z;3.9;3.7;3.7;5.8;2.8;4.0;3.5;z;4.5;z;2.6;z
"Zreèe";2.8;2.8;2.0;2.3;3.9;2.6;3.0;3.0;3.5;3.1;2.6;2.0;2.5;2.0;2.3
"Žalec";3.9;4.0;3.8;4.2;4.1;3.3;3.1;6.1;4.3;3.9;2.8;2.1;2.5;2.1;1.4
"Železniki";1.5;1.7;1.5;0.7;1.2;0.7;1.5;3.1;3.1;1.6;1.6;1.6;0.9;2.1;1.4
"Žetale";2.1;z;2.2;5.2;z;2.2;5.2;3.0;3.7;2.3;2.3;z;4.6;z;z
"Žiri";1.2;1.6;2.0;1.0;z;1.0;0.8;1.8;0.8;1.9;0.8;0.6;0.8;z;1.4
"Žirovnica";2.4;1.2;2.6;1.9;1.6;1.8;1.6;1.1;1.4;1.1;1.8;1.4;1.6;1.1;1.1
"Žužemberk";0.7;2.6;2.9;1.1;1.3;2.4;1.7;2.0;3.1;2.2;1.7;2.0;0.6;z;0.9
"Tujina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
